,time,magX,magY,magZ,linear_accX,linear_accY,linear_accZ,angular_velX,angular_velY,angular_velZ,orientationX,orientationY,orientationZ,orientationW
0,0.0,0.3889,0.3285,-0.2438,-9.7,-0.564,0.993,0.008905,0.030844,-0.022571,-0.5638083005510099,0.014595584328670738,0.8223390192708669,0.0752708876825259
1,0.02618098258972168,0.3871,0.3296,-0.2441,-9.675,-0.657,0.982,-0.016337,0.016154,-0.032838,-0.5910404816168838,-0.03812837940756697,0.7950566418810274,0.1307758080636423
2,0.04892373085021973,0.3881,0.3255,-0.2383,-9.682,-0.594,0.916,-0.00083,0.011042,-0.043113,-0.6470696048079584,-0.06510494696858221,0.7409171280964928,0.1676427204119992
3,0.07862520217895508,0.3878,0.3258,-0.2393,-9.69,-0.553,0.911,0.03413,-0.001291,-0.051999,-0.7077464847852297,-0.07212821145160364,0.6862921454936897,0.15131267435549328
4,0.09864497184753418,0.3876,0.3291,-0.2423,-9.654,-0.554,0.974,0.047386,-0.004391,-0.04952,-0.7475926091793603,-0.06557661762936912,0.6535840088586881,0.098147548542458
5,0.12532854080200195,0.3863,0.3296,-0.2452,-9.65,-0.554,1.061,0.041642,-0.00316,-0.043325,-0.7643252477950413,-0.05564507338299979,0.6410557147032271,0.04192984662008589
6,0.14800190925598145,0.3876,0.3274,-0.2401,-9.69,-0.513,1.022,0.058429,-0.00961,-0.035529,-0.7609023928644875,-0.058437033240966954,0.64618714901355,-0.007404736918445759
7,0.17332744598388672,0.3863,0.3266,-0.2444,-9.7,-0.544,1.047,0.086007,-0.018811,-0.025603,-0.7467340719130432,-0.08632536717903118,0.6570883786947543,-0.0563118052442879
8,0.20146393775939941,0.3878,0.3272,-0.2449,-9.732,-0.644,0.987,0.118563,-0.022085,-0.018519,-0.7249608282715297,-0.13721677129155374,0.6654090598762352,-0.11328785540738208
9,0.2230968475341797,0.3858,0.3285,-0.2489,-9.696,-0.772,1.067,0.100868,-0.027736,-0.01791,-0.6967599802289315,-0.18765610662033744,0.6704201977632082,-0.17276421513327422
10,0.24889850616455078,0.3879,0.3275,-0.2465,-9.723,-0.715,0.961,0.078789,-0.029304,-0.023843,-0.6666027549552296,-0.21793082766664298,0.6763202977274241,-0.22525047462884207
11,0.28127312660217285,0.3873,0.3264,-0.2481,-9.695,-0.676,1.072,0.072412,-0.026157,-0.028089,-0.6385044269474293,-0.24159603099857574,0.677755041708637,-0.2731145510821309
12,0.2988569736480713,0.3876,0.3277,-0.2508,-9.692,-0.669,1.06,0.078114,-0.021256,-0.029639,-0.6075260844249118,-0.2655445720210459,0.6773679595936352,-0.3187017168599033
13,0.3228724002838135,0.386,0.3267,-0.2521,-9.676,-0.728,1.245,0.08968,-0.023364,-0.029803,-0.5705294026600564,-0.29561177977291075,0.6732599929714005,-0.3658290013435254
14,0.34751415252685547,0.3873,0.3253,-0.2505,-9.686,-0.784,1.256,0.075247,-0.040814,-0.027549,-0.5315686324746148,-0.3134038373194986,0.6668945083073268,-0.4176895240630413
15,0.3749361038208008,0.3865,0.3234,-0.2524,-9.668,-0.821,1.193,0.064084,-0.047484,-0.02432,-0.4995041337998837,-0.31203499375889077,0.6551117235570402,-0.47324244594588205
16,0.4003293514251709,0.3878,0.325,-0.2555,-9.67,-0.85,1.183,0.040738,-0.049155,-0.016193,-0.48673792432095714,-0.2922030605672097,0.6311917049724959,-0.5284889743379662
17,0.4224534034729004,0.3858,0.3272,-0.2577,-9.724,-0.848,1.234,0.010116,-0.043467,-0.008292,-0.4993575978782504,-0.26262053842432537,0.5983790563063136,-0.5688716438819452
18,0.44843077659606934,0.3863,0.3264,-0.2518,-9.689,-0.846,1.206,-0.023795,-0.038238,-0.006325,-0.5340847629632023,-0.2285392935109225,0.5639782212462151,-0.5869001816765979
19,0.4747354984283447,0.3865,0.3253,-0.2516,-9.705,-0.802,1.171,-0.033806,-0.026041,-0.016458,-0.5570317846211197,-0.19516202941794616,0.5521992560175344,-0.5888152128205933
20,0.4991307258605957,0.3873,0.3269,-0.2542,-9.693,-0.76,1.124,-0.014084,-0.023286,-0.027106,-0.5485989407697134,-0.16629070261498602,0.5649364787786969,-0.5934925267897564
21,0.5237247943878174,0.3857,0.3259,-0.2566,-9.709,-0.709,1.16,0.007494,-0.016407,-0.033395,-0.5132059175081914,-0.14876758021162143,0.5898276841206938,-0.6054677500555856
