,time,magX,magY,magZ,linear_accX,linear_accY,linear_accZ,angular_velX,angular_velY,angular_velZ,orientationX,orientationY,orientationZ,orientationW
0,0.0,0.1656,0.4102,-0.2129,-9.643,-0.451,1.184,0.019608,-0.007657,0.014777,-0.807744301364647,0.07889753474746457,0.21781591629740782,-0.5421075070788371
1,0.02625417709350586,0.1656,0.4099,-0.2104,-9.583,-0.382,1.204,0.032829,-0.014224,0.006288,-0.8157788994430099,0.04023888975046806,0.18662272445374212,-0.5459464970971641
2,0.04877305030822754,0.1643,0.4101,-0.2121,-9.606,-0.379,1.257,0.052083,-0.023327,-0.007126,-0.7971522356772426,0.0253581049748869,0.17150509781299408,-0.578352211970363
3,0.07844781875610352,0.1653,0.4104,-0.208,-9.6,-0.356,1.249,0.056236,-0.025885,-0.01778,-0.761530525209773,0.023576944842175013,0.15925286569619546,-0.6278167818824104
4,0.10068058967590332,0.1654,0.4104,-0.214,-9.666,-0.383,1.313,0.0608,-0.025732,-0.023674,-0.6942355621278173,0.045303034732639996,0.17412692423735102,-0.6968962860976706
5,0.12832379341125488,0.1648,0.4096,-0.2099,-9.659,-0.398,1.343,0.058307,-0.028069,-0.029486,-0.6028339782905537,0.07200747246098803,0.20465170091457366,-0.7678045323133591
6,0.1487903594970703,0.1651,0.4091,-0.2145,-9.625,-0.488,1.299,0.058529,-0.028778,-0.030029,-0.47812780215718276,0.09842137900452638,0.26768450301545665,-0.8306937123901669
7,0.17466068267822266,0.1643,0.4104,-0.2107,-9.668,-0.445,1.234,0.067611,-0.028148,-0.030593,-0.3348014713516006,0.10598372013774081,0.3477346570844793,-0.8693422997352124
8,0.20268821716308594,0.1643,0.4075,-0.218,-9.636,-0.558,1.27,0.060192,-0.028193,-0.024785,-0.1953129351077044,0.08985051328852801,0.42412991996860483,-0.8797121993179511
9,0.22423815727233887,0.1633,0.408,-0.2159,-9.662,-0.445,1.348,0.057519,-0.029151,-0.021826,-0.07480181232645466,0.0619138858133111,0.4834452162673289,-0.8699724607620688
10,0.2489633560180664,0.1633,0.4072,-0.218,-9.635,-0.478,1.393,0.062435,-0.028544,-0.022013,0.04047444613038713,0.02139747703801547,0.5334336035242221,-0.8446020114929925
11,0.28160738945007324,0.1638,0.408,-0.2132,-9.623,-0.549,1.396,0.045604,-0.024677,-0.023456,0.1490623060823225,-0.030424930891886685,0.5796295254799033,-0.800552537737272
12,0.30016255378723145,0.1643,0.4059,-0.2189,-9.611,-0.516,1.396,0.032614,-0.020158,-0.017644,0.2509261228527117,-0.10548177396187805,0.6313762381481971,-0.7261361595002634
13,0.323225736618042,0.1641,0.4061,-0.2162,-9.651,-0.488,1.394,0.014838,-0.014756,-0.017344,0.33273746858328185,-0.1929142840128521,0.6701360187691046,-0.634813021584224
14,0.34799957275390625,0.1633,0.4059,-0.2202,-9.654,-0.472,1.369,0.012534,-0.013183,-0.014841,0.39278734787578706,-0.29863774731556714,0.6959957132688984,-0.5216546389502409
15,0.3758552074432373,0.1635,0.4074,-0.2137,-9.634,-0.59,1.336,0.007379,-0.013983,-0.007378,0.4237210738690466,-0.38711505647276634,0.6977427312363554,-0.42866941297249095
16,0.4034905433654785,0.1628,0.4053,-0.2186,-9.594,-0.621,1.345,0.004417,-0.009017,0.003527,0.43424772432146935,-0.4727049887889412,0.687410331847683,-0.339773370299572
17,0.4234600067138672,0.164,0.4042,-0.2154,-9.653,-0.531,1.401,0.013318,-0.007752,0.018584,0.44367456681802786,-0.4913129115667978,0.6759279378680724,-0.32386096476112486
18,0.4501018524169922,0.1635,0.4069,-0.2178,-9.638,-0.464,1.338,0.019766,-0.009234,0.021443,0.45785228100889835,-0.48511716516079234,0.6658138636765699,-0.33425218589768924
19,0.4758307933807373,0.163,0.4064,-0.2132,-9.647,-0.401,1.348,0.028462,-0.014557,0.01917,0.4784404415738592,-0.4133243054152503,0.6574129794294388,-0.4099584575262714
20,0.4990847110748291,0.1654,0.4056,-0.2237,-9.582,-0.427,1.367,0.031658,-0.014311,0.016792,0.49349835844364753,-0.35285715295327513,0.6394424341513071,-0.47229712388472744
21,0.5236787796020508,0.1661,0.4034,-0.2178,-9.618,-0.398,1.418,0.034105,-0.013655,0.005775,0.5032793439593111,-0.2782828357784749,0.6097582083413142,-0.5454021384404044
22,0.5504629611968994,0.1654,0.4042,-0.221,-9.592,-0.364,1.388,0.040075,-0.011334,-0.006117,0.5198031574187585,-0.2442859349453766,0.5830328468880623,-0.574631846467766
23,0.57291579246521,0.1654,0.4037,-0.2181,-9.681,-0.396,1.412,0.053018,-0.01291,-0.011841,0.543371001961055,-0.22528651196772803,0.5584095144323898,-0.5849553452569147
24,0.5984897613525391,0.1649,0.404,-0.2251,-9.738,-0.55,1.466,0.053025,-0.005759,-0.008353,0.5737110309718897,-0.22269374638032946,0.5381990128053311,-0.5758515180839866
25,0.625990629196167,0.1664,0.4034,-0.2208,-9.562,-0.531,1.44,0.035198,0.00333,-0.003064,0.6089407649546243,-0.2684667431403957,0.5319124114489051,-0.52362767225451
26,0.649432897567749,0.1656,0.4005,-0.2224,-9.545,-0.524,1.365,0.034127,0.002685,0.002888,0.6327941267467719,-0.2869497464351596,0.5181019630412891,-0.4988003529152224
27,0.6816980838775635,0.1656,0.4045,-0.2175,-9.59,-0.456,1.261,0.038702,-0.006093,0.002866,0.6512553570139847,-0.2957125520254884,0.5026737981934086,-0.48553022474916274
28,0.7008566856384277,0.1659,0.4046,-0.2256,-9.604,-0.474,1.369,0.047504,-0.016212,-0.000616,0.6697815871545298,-0.2966008590234549,0.4880384246170403,-0.47459356509820616
29,0.7245705127716064,0.1669,0.4026,-0.2218,-9.603,-0.461,1.397,0.035388,-0.019805,0.002557,0.6889688708237508,-0.2735435393973501,0.474161938901262,-0.47504345357789335
30,0.7620298862457275,0.1672,0.4032,-0.2245,-9.639,-0.352,1.419,0.025243,-0.023467,-0.002604,0.7042126289748931,-0.2470075207323847,0.4661391753575901,-0.4751695771941381
31,0.7742142677307129,0.1654,0.4029,-0.221,-9.662,-0.309,1.47,0.028453,-0.024084,-0.019771,0.7178922977891011,-0.21090918585341337,0.4584347897611334,-0.4795680427576473
32,0.8058767318725586,0.1664,0.4024,-0.2262,-9.629,-0.372,1.501,0.027174,-0.015426,-0.034229,0.7471425507172853,-0.255551521001548,0.4662664646536726,-0.39883206109944275
33,0.8817543983459473,0.1664,0.4018,-0.2229,-9.58,-0.425,1.429,0.031958,-0.01214,-0.045145,0.7615084725295789,-0.39792827558091987,0.46129122269198775,-0.22128791568044143
34,0.8845856189727783,0.167,0.4024,-0.2262,-9.566,-0.404,1.306,0.047336,-0.013675,-0.047813,0.7207857047864937,-0.5646105081838553,0.40161486744282615,-0.019708883090818113
35,0.9011123180389404,0.1656,0.4037,-0.2221,-9.647,-0.459,1.324,0.069885,-0.019466,-0.047829,0.6288340975782173,-0.7050797412820244,0.28603212473424183,0.16004955412833105
36,0.904463529586792,0.1656,0.4011,-0.2286,-9.656,-0.59,1.41,0.074101,-0.019157,-0.04045,0.48797051234869127,-0.8081860146348565,0.12207942262579038,0.3062952160875795
37,0.936187744140625,0.1648,0.3997,-0.224,-9.661,-0.649,1.466,0.065122,-0.013658,-0.028463,0.3323465908215917,-0.8542977144066642,-0.0522695359867793,0.39621844270117185
38,0.9486737251281738,0.1638,0.4016,-0.2305,-9.607,-0.59,1.458,0.040467,-0.010101,-0.014959,0.21994351143510105,-0.8560701046917333,-0.17630601923382758,0.43322628638230576
39,0.9738836288452148,0.1661,0.4002,-0.224,-9.551,-0.597,1.402,0.028208,-0.011087,-0.007158,0.14848472968244678,-0.8449798105478873,-0.25481074849445795,0.44613102029480234
40,1.0036592483520508,0.1657,0.4008,-0.2327,-9.57,-0.609,1.391,0.019285,-0.020665,-0.000887,0.10526137997940621,-0.8316399616797516,-0.29878622107742914,0.45609408033475074
41,1.023667573928833,0.1662,0.4008,-0.2256,-9.568,-0.527,1.362,0.010453,-0.024901,0.004214,0.08689444128743917,-0.8224669952589645,-0.3142774428059684,0.4660762670705036
42,1.0494935512542725,0.1656,0.4,-0.2297,-9.626,-0.483,1.378,0.026857,-0.030149,0.007994,0.1251783924246769,-0.8208622872899194,-0.26990389290466754,0.4875113988103677
43,1.078305959701538,0.1659,0.4002,-0.2259,-9.623,-0.505,1.444,0.032953,-0.033427,0.007705,0.1979879384605016,-0.8155650585832537,-0.19092325047347303,0.5091195575411518
44,1.0997223854064941,0.1657,0.4,-0.2321,-9.59,-0.512,1.505,0.028126,-0.031106,0.012334,0.2757746148835306,-0.8003344843085218,-0.10446332755057186,0.522015793065224
45,1.1267058849334717,0.1656,0.3994,-0.2275,-9.641,-0.464,1.553,0.021551,-0.029464,0.009636,0.37113990883005565,-0.7699588892018006,0.003475385956041993,0.5190437348675006
46,1.1516563892364502,0.1657,0.3986,-0.2327,-9.653,-0.484,1.496,0.019221,-0.025824,0.0077,0.4639779285864516,-0.7238979050645548,0.10914785255201809,0.49878156653093875
47,1.1762597560882568,0.1659,0.3983,-0.2289,-9.599,-0.582,1.499,0.002627,-0.023053,0.012396,0.5256247410567364,-0.6815746072875832,0.1832027905953758,0.47498570905647514
48,1.2008299827575684,0.1659,0.3984,-0.2338,-9.556,-0.529,1.449,0.001679,-0.024051,0.018134,0.5820230655149641,-0.6348301466728024,0.2514087997667396,0.44162591803901113
49,1.2262492179870605,0.1667,0.3992,-0.2289,-9.564,-0.48,1.474,0.008644,-0.030235,0.022188,0.6657885473165062,-0.5469660102688012,0.34849753263213873,0.36892175813052475
50,1.2493963241577148,0.1659,0.3986,-0.2332,-9.605,-0.496,1.509,0.012385,-0.033997,0.020814,0.7472052843117918,-0.41871498044642186,0.446705639037259,0.2584881047526191
51,1.2749998569488525,0.1643,0.3994,-0.2294,-9.648,-0.492,1.555,0.013815,-0.032854,0.023012,0.8005541228182298,-0.2712927268886995,0.5184180108243814,0.12944542799542888
52,1.2987065315246582,0.1659,0.3968,-0.234,-9.591,-0.534,1.527,0.001962,-0.030001,0.028216,0.8215267400732326,-0.11205066458181998,0.5588601235914281,-0.014622796271347216
53,1.3227291107177734,0.1656,0.3973,-0.2281,-9.608,-0.436,1.562,-0.003969,-0.027302,0.026092,0.8037378492638237,0.07291957729672133,0.5602321264060255,-0.18662306784053667
54,1.3503808975219727,0.1646,0.3967,-0.2341,-9.597,-0.468,1.567,-0.011054,-0.025026,0.027008,0.741732935504842,0.24757702503320614,0.5154534480087263,-0.3504933836736333
55,1.3842411041259766,0.1661,0.3964,-0.2281,-9.594,-0.464,1.573,-0.02572,-0.023906,0.026987,0.6450298356164048,0.39345320410204343,0.4360216030809454,-0.48889288089849686
56,1.3986408710479736,0.1659,0.3978,-0.2313,-9.577,-0.404,1.506,-0.014146,-0.022341,0.024261,0.5122333799061382,0.5179759741894844,0.3197438617598746,-0.6058726908677027
57,1.423196792602539,0.1659,0.3978,-0.2281,-9.537,-0.327,1.561,0.013046,-0.025175,0.017258,0.3601256298388817,0.6065908932774603,0.1797557986361589,-0.6855981853700303
58,1.44877028465271,0.1654,0.3973,-0.2343,-9.559,-0.301,1.561,0.04434,-0.027182,0.005858,0.2104020984740805,0.6575813789601838,0.046696507347863125,-0.7218982776015175
59,1.476224660873413,0.1646,0.3983,-0.2286,-9.628,-0.418,1.608,0.068856,-0.026518,0.000504,0.08584776641542513,0.6795549942064777,-0.05806568049854999,-0.7262668570152138
60,1.4984757900238037,0.1651,0.3959,-0.2351,-9.597,-0.451,1.681,0.056553,-0.020019,0.004265,-0.027365941775091607,0.6828870313790985,-0.14928462059098124,-0.7145841515595004
61,1.527716875076294,0.1643,0.3956,-0.2287,-9.605,-0.365,1.719,0.04864,-0.014481,-0.000133,-0.10271083486812654,0.6773688176905307,-0.20607085105433864,-0.6986821692064036
62,1.5481719970703125,0.1633,0.3951,-0.2354,-9.564,-0.356,1.684,0.046089,-0.00934,-0.008402,-0.13541729144113201,0.6755875468230412,-0.22365847554368742,-0.6893623938639579
63,1.5745017528533936,0.1635,0.3956,-0.2289,-9.547,-0.406,1.643,0.035979,-0.002601,-0.017547,-0.09371132360647927,0.6894437328658116,-0.16984925792086353,-0.6978801878716068
64,1.601665735244751,0.1633,0.3932,-0.236,-9.637,-0.426,1.597,0.021669,-0.004213,-0.021243,-0.005741669675131844,0.7026945769704435,-0.07154996130436625,-0.7078615456168069
65,1.625321388244629,0.163,0.3943,-0.2309,-9.6,-0.476,1.617,0.02967,0.000225,-0.017168,0.09277511959512286,0.7023884655811325,0.0324709152729562,-0.7049743685156428
66,1.6494169235229492,0.1633,0.3941,-0.2381,-9.556,-0.434,1.644,0.020209,0.004258,-0.016468,0.18244342439653194,0.6893238099468004,0.12420734927516208,-0.6900142145788972
67,1.671947717666626,0.163,0.3959,-0.2322,-9.571,-0.445,1.612,0.004275,0.005602,-0.014096,0.26624976335343553,0.6659028165044635,0.20730556132193478,-0.6653637401682331
68,1.6995902061462402,0.163,0.3943,-0.236,-9.628,-0.421,1.609,0.007488,0.002634,-0.017782,0.3505010315893843,0.6298921568164018,0.29227855049292417,-0.6284569568058851
69,1.7253668308258057,0.1635,0.3943,-0.2311,-9.566,-0.41,1.583,0.016076,0.003408,-0.018557,0.4329742359654668,0.5818415167898434,0.37268749147044633,-0.578876320150756
70,1.7500669956207275,0.1612,0.3951,-0.2354,-9.602,-0.452,1.629,0.033278,0.001924,-0.015484,0.49698270254384247,0.5310654784678197,0.44034953889638984,-0.5263743292996929
71,1.7767550945281982,0.1622,0.3956,-0.2314,-9.539,-0.44,1.515,0.015844,0.000134,-0.012984,0.5565357064168454,0.47015966078985805,0.5035556621159767,-0.46438087385249716
72,1.8003859519958496,0.1628,0.3951,-0.2357,-9.617,-0.532,1.634,0.040561,-0.002236,-0.010269,0.5915606619112842,0.4258784554075876,0.5415983432882099,-0.41875381675418444
73,1.8252174854278564,0.1641,0.3938,-0.2325,-9.604,-0.491,1.635,0.027428,0.003427,-0.003375,0.6123846176851879,0.39534105433560585,0.5647723473063611,-0.38694021049438776
74,1.849522590637207,0.163,0.3932,-0.2379,-9.549,-0.412,1.636,0.025864,0.00246,-0.004189,0.6136255038924112,0.39393163613966886,0.566262229856946,-0.3842247962567579
75,1.8752052783966064,0.1641,0.3932,-0.2335,-9.584,-0.451,1.626,0.022413,0.001691,-0.003142,0.6149134656490965,0.3936082501258465,0.5664872158636778,-0.38215992654817377
76,1.8981873989105225,0.1644,0.3927,-0.2406,-9.56,-0.488,1.618,0.021499,0.005986,-0.002421,0.6245066692902467,0.3808237780700578,0.5743579735003977,-0.3675290306152236
77,1.9282822608947754,0.1651,0.3946,-0.2335,-9.603,-0.463,1.621,0.010057,0.008423,-0.001947,0.6331754593807202,0.366831149872592,0.5833026702188302,-0.3525361542264119
78,1.9518005847930908,0.1641,0.3941,-0.2397,-9.612,-0.453,1.595,0.007577,0.01124,-0.00134,0.6438075299000293,0.35445883290060115,0.5879850321185623,-0.33785263389131626
79,1.9814224243164062,0.1638,0.3938,-0.2327,-9.593,-0.448,1.56,0.007535,0.012587,-0.005071,0.6597401331854077,0.33541623052207453,0.5938010121259275,-0.3156568817008227
80,2.000286340713501,0.1643,0.393,-0.2395,-9.549,-0.443,1.592,-0.001957,0.014099,-0.004771,0.6829746589950267,0.2985777596422487,0.6068438523450064,-0.27593020039262617
81,2.0229835510253906,0.1638,0.3929,-0.2336,-9.555,-0.415,1.536,0.004223,0.009579,-0.008876,0.7055511991055563,0.25322593893983036,0.6213016092975553,-0.22816318627907692
82,2.0519444942474365,0.1625,0.3954,-0.2384,-9.608,-0.47,1.52,0.009068,0.006846,-0.006318,0.7256570158258939,0.20097427920999533,0.6347943646646765,-0.17339939177704994
83,2.0815787315368652,0.162,0.3951,-0.2344,-9.61,-0.457,1.602,0.010687,0.007641,-0.00512,0.7370237244890864,0.16579049744564603,0.640967809411886,-0.13590367101255457
84,2.1016268730163574,0.1631,0.3946,-0.2403,-9.584,-0.468,1.635,0.003527,0.008568,-0.001006,0.7433321775903803,0.14957193421831902,0.6413118037124215,-0.11749332181896552
85,2.1266884803771973,0.1635,0.3927,-0.2328,-9.605,-0.44,1.559,0.004888,0.009883,0.000687,0.7502281528649817,0.13098504000583255,0.640862319488732,-0.09641641666744795
86,2.173151731491089,0.1623,0.3949,-0.2379,-9.621,-0.475,1.575,0.004647,0.006091,0.000267,0.7548474134892423,0.1153533636542324,0.6407962535685849,-0.07924105788491836
87,2.1754696369171143,0.1609,0.3943,-0.2341,-9.604,-0.48,1.579,-0.00409,0.005098,0.003229,0.7587394565142835,0.11280507046671434,0.6371864958194751,-0.07471828926512761
88,2.197892189025879,0.1604,0.3933,-0.2403,-9.575,-0.447,1.539,-0.004604,0.006722,0.002944,0.762273304149368,0.11533751074398775,0.6323971440386627,-0.07556798666319292
89,2.2279646396636963,0.1622,0.3927,-0.2325,-9.552,-0.415,1.543,0.005605,0.007086,0.00296,0.7646988985355123,0.12487259120958893,0.6267492090739437,-0.08263086268678968
90,2.2495882511138916,0.1617,0.397,-0.2373,-9.606,-0.434,1.502,0.006322,0.000608,-0.000927,0.7638547135370339,0.1361094743757116,0.6239949925026488,-0.09290014490862061
91,2.2744052410125732,0.1604,0.3938,-0.2347,-9.572,-0.481,1.57,0.007725,0.000485,-8.8e-05,0.7639175307666493,0.1411583516836337,0.6221963385327339,-0.09682996568110806
92,2.299203395843506,0.1612,0.3951,-0.2379,-9.58,-0.47,1.587,0.00291,0.003236,0.003696,0.7629894241435311,0.15331448226393768,0.6185839818048845,-0.10814650076483222
93,2.323770523071289,0.1601,0.394,-0.2328,-9.594,-0.467,1.538,-0.004696,0.008433,0.003837,0.7636168150844802,0.16631900738625105,0.6122688570973602,-0.11980899019263715
94,2.3506932258605957,0.1602,0.3949,-0.2379,-9.606,-0.407,1.546,0.005196,0.008385,0.001601,0.7674630183755159,0.17063119753998027,0.6059209773197227,-0.12143014080502058
95,2.3829822540283203,0.1594,0.3967,-0.2311,-9.601,-0.537,1.626,-0.005957,0.011813,0.00714,0.7709248837783573,0.17781808914479652,0.598564191198872,-0.12560437794384138
96,2.3988945484161377,0.1602,0.394,-0.2365,-9.588,-0.479,1.537,-0.021743,0.01312,0.012564,0.7693637438283818,0.20983882241929636,0.5825516729305418,-0.15710075319324884
97,2.4238712787628174,0.1596,0.3964,-0.2306,-9.647,-0.477,1.497,-0.023699,0.011529,0.019416,0.7606334777367149,0.26140948205341763,0.5565256556937966,-0.20828103560647077
